id,filename,n_blocks,population,generations,mode,fitness,params_mb,params,flops,total_conv_fc_flops,acts,op_codes,width_codes,test_acc_top1
e06c9fd4,search_nblk15_lpop5_lgen8__layer_ea.json,15,5,8,layer_ea,2030641.0,0.664042,664042,142867584,135998592,3233414,"[6, 6, 6, 4, 6, 6, 14, 7, 1, 15, 15, 15, 13, 12, 6]","[2, 2, 2, 0, 1, 0, 2]",
a70e2c4f,search_nblk15_pop10_gen300__global_ea.json,15,10,300,global_ea,2598418.0,0.772146,772146,175051392,167222912,3440734,"[15, 6, 5, 7, 15, 7, 15, 15, 10, 6, 16, 14, 6, 6, 0]","[2, 2, 2, 2, 1, 2, 1]",
4e520844,search_nblk20_lpop5_lgen8__layer_ea.json,20,5,8,layer_ea,2232132.0,1.473482,1473482,181034624,173530752,3516414,"[6, 6, 6, 4, 6, 6, 14, 7, 1, 15, 15, 15, 13, 12, 6, 13, 13, 4, 14, 7]","[2, 2, 2, 0, 1, 0, 1]",86.67
fac83b69,search_nblk5_lpop16_lgen8__layer_ea.json,5,16,8,layer_ea,1404512.0,0.064586,64586,46227656,40734920,2117897,"[6, 7, 14, 7, 12]","[2, 1, 0, 2, 2, 2, 2]",75.85
4fe14e9e,search_nblk10_pop48_gen100__global_ea.json,10,48,100,global_ea,2264788.0,0.431882,431882,132655616,126118400,2843714,"[15, 16, 14, 6, 15, 15, 6, 6, 12, 15]","[0, 2, 2, 2, 0, 1, 0]",
7e33cd45,search_nblk20_pop10_gen100__global_ea.json,20,10,100,global_ea,2631293.0,3.004474,3004474,315226624,306760192,3847106,"[15, 8, 14, 16, 4, 7, 7, 14, 5, 5, 12, 15, 11, 14, 14, 6, 13, 4, 4, 14]","[2, 2, 2, 2, 2, 2, 2]",
20a609ff,search_nblk15_pop48_gen50__global_ea.json,15,48,50,global_ea,2475092.0,0.802138,802138,188188928,181062912,3179274,"[14, 15, 15, 16, 15, 7, 3, 6, 12, 14, 6, 5, 12, 12, 16]","[0, 2, 2, 2, 2, 1, 0]",
210c7f48,search_nblk15_lpop20_lgen4__layer_ea.json,15,20,4,layer_ea,2124102.0,0.997354,997354,181571584,173145088,3581378,"[7, 14, 7, 15, 15, 7, 15, 7, 7, 2, 14, 15, 14, 15, 6]","[0, 2, 2, 1, 1, 1, 2]",
d94b348a,search_nblk15_lpop20_lgen12__layer_ea.json,15,20,12,layer_ea,2049288.0,0.876634,876634,151404616,144288840,3169477,"[7, 7, 14, 15, 15, 6, 7, 6, 2, 14, 6, 7, 6, 5, 15]","[0, 1, 2, 0, 1, 2, 2]",
055a3fd3,search_nblk20_lpop20_lgen8__layer_ea.json,20,20,8,layer_ea,1954015.0,1.170554,1170554,160066432,153014144,3106254,"[7, 13, 7, 15, 14, 5, 5, 14, 4, 14, 13, 7, 13, 14, 11, 1, 7, 2, 6, 4]","[0, 2, 1, 2, 0, 0, 1]",85.93
d82366ed,search_nblk5_pop48_gen300__global_ea.json,5,48,300,global_ea,2131782.0,0.10761,107610,88266880,81991808,2507022,"[13, 14, 7, 14, 14]","[2, 2, 2, 0, 1, 0, 1]",78.66
0e5c13a8,search_nblk15_pop16_gen50__global_ea.json,15,16,50,global_ea,2467261.0,0.867914,867914,167825152,160418560,3349034,"[7, 7, 5, 4, 6, 6, 12, 6, 13, 13, 14, 15, 7, 10, 10]","[2, 2, 2, 2, 1, 1, 0]",
d3ed8d06,search_nblk10_lpop40_lgen4__layer_ea.json,10,40,4,layer_ea,1712936.0,0.521858,521858,119916192,113772192,2627456,"[6, 5, 15, 14, 15, 14, 7, 7, 15, 5]","[1, 0, 2, 2, 2, 2, 2]",
1422f71d,search_nblk20_lpop40_lgen12__layer_ea.json,20,40,12,layer_ea,2357406.0,3.242458,3242458,242379392,234185344,3763030,"[14, 14, 15, 14, 14, 14, 7, 15, 6, 11, 15, 4, 15, 4, 11, 8, 7, 6, 7, 5]","[2, 2, 2, 1, 0, 2, 2]",
24114528,search_nblk15_pop32_gen200__global_ea.json,15,32,200,global_ea,2715505.0,1.430754,1430754,236013568,227368960,3793274,"[4, 16, 14, 14, 7, 7, 15, 6, 15, 15, 13, 15, 7, 6, 6]","[0, 1, 2, 2, 2, 0, 0]",88.06
c5ea16e6,search_nblk20_pop32_gen200__global_ea.json,20,32,200,global_ea,2959359.0,3.749722,3749722,348983424,339779712,4163438,"[1, 2, 6, 14, 7, 7, 8, 4, 13, 4, 15, 14, 6, 7, 15, 15, 12, 14, 6, 14]","[1, 2, 2, 2, 2, 2, 2]",88.64
48be7d8b,search_nblk10_lpop5_lgen2__layer_ea.json,10,5,2,layer_ea,1655339.0,0.280762,280762,110602240,105424896,2457610,"[6, 14, 14, 14, 10, 10, 6, 10, 14, 6]","[2, 2, 2, 2, 2, 2, 2]",
75f8c41e,search_nblk5_lpop16_lgen2__layer_ea.json,5,16,2,layer_ea,1684028.0,0.089786,89786,70702656,64968256,2187654,"[5, 15, 15, 15, 6]","[2, 0, 2, 2, 2, 2, 2]",
ed9b1eeb,search_nblk5_lpop10_lgen4__layer_ea.json,5,10,4,layer_ea,1862167.0,0.084698,84698,62218880,56337024,2294070,"[7, 12, 7, 6, 4]","[2, 2, 1, 2, 2, 2, 2]",74.93
46247c39,search_nblk5_lpop16_lgen4__layer_ea.json,5,16,4,layer_ea,1289848.0,0.07729,77290,54633088,48849536,2244918,"[6, 15, 15, 4, 14]","[2, 2, 0, 2, 2, 2, 2]",
ee483fc2,search_nblk20_pop10_gen300__global_ea.json,20,10,300,global_ea,2858690.0,2.268138,2268138,300417792,291306240,4135274,"[5, 9, 14, 15, 4, 7, 12, 14, 6, 7, 15, 12, 7, 14, 14, 9, 8, 14, 4, 6]","[2, 2, 2, 2, 2, 2, 0]",
1a1ccae5,search_nblk15_pop10_gen200__global_ea.json,15,10,200,global_ea,2598418.0,0.772146,772146,175051392,167222912,3440734,"[15, 6, 5, 7, 15, 7, 15, 15, 10, 6, 16, 14, 6, 6, 0]","[2, 2, 2, 2, 1, 2, 1]",86.88
f15470e5,search_nblk5_pop10_gen300__global_ea.json,5,10,300,global_ea,2295752.0,0.135546,135546,89784576,83099904,2572898,"[14, 14, 15, 15, 7]","[2, 2, 2, 0, 2, 2, 2]",79.57
b8a45c59,search_nblk20_pop32_gen100__global_ea.json,20,32,100,global_ea,2862707.0,3.697674,3697674,318404736,309303424,4019550,"[14, 12, 14, 15, 15, 2, 6, 15, 3, 15, 13, 14, 5, 15, 4, 0, 7, 15, 2, 14]","[0, 2, 2, 2, 2, 2, 2]",
59dccabb,search_nblk20_lpop16_lgen4__layer_ea.json,20,16,4,layer_ea,1622955.0,0.83713,837130,116560000,110989440,2553982,"[6, 15, 15, 4, 14, 14, 14, 7, 6, 14, 12, 14, 7, 3, 11, 8, 10, 8, 10, 4]","[2, 2, 0, 0, 0, 0, 2]",84.18
f62b470c,search_nblk15_lpop40_lgen12__layer_ea.json,15,40,12,layer_ea,2035255.0,0.645818,645818,146993792,140008064,3237590,"[14, 14, 15, 14, 14, 14, 7, 15, 6, 11, 15, 4, 15, 4, 11]","[2, 2, 2, 1, 0, 2, 2]",
cb977e76,search_nblk5_lpop40_lgen12__layer_ea.json,5,40,12,layer_ea,1985392.0,0.109818,109818,92557440,86216832,2572478,"[14, 14, 15, 14, 14]","[2, 2, 2, 2, 2, 2, 2]",
4e2dfc3c,search_nblk5_lpop10_lgen2__layer_ea.json,5,10,2,layer_ea,1880581.0,0.088298,88298,70520960,64409728,2457790,"[6, 6, 14, 6, 15]","[2, 2, 1, 2, 2, 2, 2]",
0af407e6,search_nblk10_lpop16_lgen4__layer_ea.json,10,16,4,layer_ea,1539973.0,0.173066,173066,65407616,60607104,2122278,"[6, 15, 15, 4, 14, 14, 14, 7, 6, 14]","[2, 2, 0, 0, 2, 2, 2]",82.53
570b6834,search_nblk15_pop16_gen300__global_ea.json,15,16,300,global_ea,2697947.0,0.970282,970282,203795968,195896832,3525634,"[7, 7, 13, 14, 15, 4, 6, 6, 14, 9, 11, 14, 7, 13, 10]","[2, 2, 2, 2, 2, 0, 0]",
8353332b,search_nblk15_lpop40_lgen4__layer_ea.json,15,40,4,layer_ea,1866290.0,0.840178,840178,147148448,140308128,3025248,"[6, 5, 15, 14, 15, 14, 7, 7, 15, 5, 7, 0, 14, 14, 10]","[1, 0, 2, 2, 0, 2, 2]",
9b3a8f49,search_nblk15_lpop16_lgen4__layer_ea.json,15,16,4,layer_ea,1665361.0,0.38033,380330,87324800,82020480,2420862,"[6, 15, 15, 4, 14, 14, 14, 7, 6, 14, 12, 14, 7, 3, 11]","[2, 2, 0, 0, 0, 0, 2]",84.29
a219db21,search_nblk15_lpop16_lgen2__layer_ea.json,15,16,2,layer_ea,1495324.0,0.71497,714970,133266496,126754880,2844222,"[5, 15, 15, 15, 6, 13, 6, 12, 12, 7, 15, 7, 8, 13, 12]","[2, 0, 2, 2, 0, 1, 2]",
79b2785a,search_nblk20_lpop10_lgen8__layer_ea.json,20,10,8,layer_ea,2273850.0,3.497898,3497898,276390088,268300488,3658297,"[6, 6, 6, 7, 12, 5, 14, 6, 7, 13, 14, 15, 15, 14, 4, 15, 12, 14, 15, 10]","[2, 1, 0, 1, 2, 2, 0]",
e7ed0b48,search_nblk10_lpop10_lgen12__layer_ea.json,10,10,12,layer_ea,1562086.0,0.361338,361338,122109472,115990048,2663300,"[7, 15, 14, 15, 15, 14, 14, 14, 13, 12]","[2, 0, 2, 2, 2, 2, 2]",
402f69cd,search_nblk5_lpop40_lgen8__layer_ea.json,5,40,8,layer_ea,1749974.0,0.080362,80362,53163136,47281280,2245038,"[14, 7, 15, 4, 7]","[2, 2, 0, 2, 2, 2, 2]",76.45
9dc4bc93,search_nblk15_pop32_gen50__global_ea.json,15,32,50,global_ea,2586941.0,0.71969,719690,164105856,156743296,3365550,"[14, 15, 6, 14, 6, 7, 13, 5, 13, 10, 14, 15, 6, 16, 12]","[2, 2, 2, 2, 1, 0, 2]",87.06
b767f0e9,search_nblk20_lpop16_lgen2__layer_ea.json,20,16,2,layer_ea,2312370.0,1.96153,1961530,176881216,169550400,3194782,"[5, 15, 15, 15, 6, 13, 6, 12, 12, 7, 15, 7, 8, 13, 12, 7, 7, 12, 11, 3]","[2, 0, 2, 2, 0, 1, 0]",86.43
