id,filename,n_blocks,samples,seed,mode,fitness,params_mb,params,flops,total_conv_fc_flops,acts,op_codes,width_codes
09d72cb7,random_run_nblk10_samples14400_seed0.json,10,14400,0,random,1902048.0,0.284978,284978,97701704,91799368,2556829,"[7, 13, 15, 6, 15, 6, 12, 6, 4, 7]","[1, 1, 2, 1, 2, 1, 2]"
9394a429,random_run_nblk10_samples14400_seed1.json,10,14400,1,random,1890493.0,0.394662,394662,106834944,101010432,2487482,"[3, 3, 6, 4, 7, 7, 6, 3, 14, 7]","[2, 1, 2, 2, 1, 0, 0]"
e7117477,random_run_nblk10_samples14400_seed2.json,10,14400,2,random,1922720.0,0.40793,407930,110463648,104336032,2569752,"[6, 7, 6, 15, 15, 5, 11, 5, 15, 10]","[1, 2, 2, 2, 1, 0, 2]"
763ba05a,random_run_nblk15_samples150_seed0.json,15,150,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
2a37f1d6,random_run_nblk15_samples150_seed1.json,15,150,1,random,1711134.0,0.435826,435826,108159648,103268000,2271400,"[15, 5, 6, 14, 8, 9, 14, 0, 11, 14, 12, 1, 4, 11, 16]","[2, 2, 2, 2, 1, 1, 2]"
3c30939b,random_run_nblk15_samples150_seed2.json,15,150,2,random,1648799.0,0.613194,613194,117679104,112581632,2283706,"[15, 6, 6, 10, 10, 15, 8, 6, 6, 0, 10, 1, 16, 15, 16]","[2, 0, 2, 2, 2, 0, 2]"
3464bb9b,random_run_nblk15_samples300_seed0.json,15,300,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
5a25a9cc,random_run_nblk15_samples300_seed1.json,15,300,1,random,1967572.0,0.679626,679626,143611008,137491584,2712278,"[2, 14, 11, 15, 14, 7, 14, 4, 9, 9, 1, 4, 15, 3, 1]","[0, 2, 2, 1, 2, 0, 0]"
79220058,random_run_nblk15_samples300_seed2.json,15,300,2,random,1909706.0,1.310162,1310162,183416832,177155072,2779546,"[3, 12, 4, 16, 5, 9, 14, 7, 13, 2, 7, 7, 2, 14, 15]","[1, 2, 2, 2, 2, 1, 2]"
ac865e2c,random_run_nblk15_samples480_seed0.json,15,480,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
3e424492,random_run_nblk15_samples480_seed1.json,15,480,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
eb4b90c4,random_run_nblk15_samples480_seed2.json,15,480,2,random,1921250.0,0.93987,939870,168809504,162753568,2784148,"[6, 9, 0, 6, 14, 5, 11, 0, 7, 4, 11, 6, 6, 7, 13]","[0, 0, 2, 1, 2, 0, 2]"
d4d0f88c,random_run_nblk15_samples500_seed0.json,15,500,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
4f57676e,random_run_nblk15_samples500_seed1.json,15,500,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
e5f4f445,random_run_nblk15_samples500_seed2.json,15,500,2,random,1921250.0,0.93987,939870,168809504,162753568,2784148,"[6, 9, 0, 6, 14, 5, 11, 0, 7, 4, 11, 6, 6, 7, 13]","[0, 0, 2, 1, 2, 0, 2]"
fa65568a,random_run_nblk15_samples600_seed0.json,15,600,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
420e4923,random_run_nblk15_samples600_seed1.json,15,600,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
848a4ca2,random_run_nblk15_samples600_seed2.json,15,600,2,random,1921250.0,0.93987,939870,168809504,162753568,2784148,"[6, 9, 0, 6, 14, 5, 11, 0, 7, 4, 11, 6, 6, 7, 13]","[0, 0, 2, 1, 2, 0, 2]"
656264ad,random_run_nblk15_samples800_seed0.json,15,800,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
ee519a95,random_run_nblk15_samples800_seed1.json,15,800,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
6b758215,random_run_nblk15_samples800_seed2.json,15,800,2,random,1921250.0,0.93987,939870,168809504,162753568,2784148,"[6, 9, 0, 6, 14, 5, 11, 0, 7, 4, 11, 6, 6, 7, 13]","[0, 0, 2, 1, 2, 0, 2]"
1de53f8e,random_run_nblk15_samples900_seed0.json,15,900,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
5898e143,random_run_nblk15_samples900_seed1.json,15,900,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
f58eb81f,random_run_nblk15_samples900_seed2.json,15,900,2,random,1921250.0,0.93987,939870,168809504,162753568,2784148,"[6, 9, 0, 6, 14, 5, 11, 0, 7, 4, 11, 6, 6, 7, 13]","[0, 0, 2, 1, 2, 0, 2]"
00aa9a99,random_run_nblk15_samples960_seed0.json,15,960,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
3092d104,random_run_nblk15_samples960_seed1.json,15,960,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
64778916,random_run_nblk15_samples960_seed2.json,15,960,2,random,1921250.0,0.93987,939870,168809504,162753568,2784148,"[6, 9, 0, 6, 14, 5, 11, 0, 7, 4, 11, 6, 6, 7, 13]","[0, 0, 2, 1, 2, 0, 2]"
2b91a671,random_run_nblk15_samples1000_seed0.json,15,1000,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
bd6ef77d,random_run_nblk15_samples1000_seed1.json,15,1000,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
cf31c806,random_run_nblk15_samples1000_seed2.json,15,1000,2,random,2083468.0,1.09329,1093290,175439680,168707904,2977570,"[15, 14, 3, 15, 5, 6, 9, 12, 14, 4, 15, 3, 13, 5, 15]","[2, 0, 2, 2, 2, 0, 1]"
502fb12c,random_run_nblk15_samples1200_seed0.json,15,1200,0,random,1964488.0,0.840762,840762,137563936,131396384,2727204,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7]","[1, 2, 2, 2, 1, 2, 1]"
94a2bec8,random_run_nblk15_samples1200_seed1.json,15,1200,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
33b7c8bf,random_run_nblk15_samples1200_seed2.json,15,1200,2,random,2083468.0,1.09329,1093290,175439680,168707904,2977570,"[15, 14, 3, 15, 5, 6, 9, 12, 14, 4, 15, 3, 13, 5, 15]","[2, 0, 2, 2, 2, 0, 1]"
c92e1f14,random_run_nblk15_samples1600_seed0.json,15,1600,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
0ca8c33e,random_run_nblk15_samples1600_seed1.json,15,1600,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
2b4a4c87,random_run_nblk15_samples1600_seed2.json,15,1600,2,random,2083468.0,1.09329,1093290,175439680,168707904,2977570,"[15, 14, 3, 15, 5, 6, 9, 12, 14, 4, 15, 3, 13, 5, 15]","[2, 0, 2, 2, 2, 0, 1]"
e3f4a224,random_run_nblk15_samples1800_seed0.json,15,1800,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
c8ea166e,random_run_nblk15_samples1800_seed1.json,15,1800,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
bdf08146,random_run_nblk15_samples1800_seed2.json,15,1800,2,random,2083468.0,1.09329,1093290,175439680,168707904,2977570,"[15, 14, 3, 15, 5, 6, 9, 12, 14, 4, 15, 3, 13, 5, 15]","[2, 0, 2, 2, 2, 0, 1]"
4b39db61,random_run_nblk15_samples1920_seed0.json,15,1920,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
f8f43661,random_run_nblk15_samples1920_seed1.json,15,1920,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
4b596597,random_run_nblk15_samples1920_seed2.json,15,1920,2,random,2083468.0,1.09329,1093290,175439680,168707904,2977570,"[15, 14, 3, 15, 5, 6, 9, 12, 14, 4, 15, 3, 13, 5, 15]","[2, 0, 2, 2, 2, 0, 1]"
756d917c,random_run_nblk15_samples2000_seed0.json,15,2000,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
a2d44fb6,random_run_nblk15_samples2000_seed1.json,15,2000,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
b22fe2c2,random_run_nblk15_samples2000_seed2.json,15,2000,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
ce3db4d9,random_run_nblk15_samples2400_seed0.json,15,2400,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
f3f53685,random_run_nblk15_samples2400_seed1.json,15,2400,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
daeb7682,random_run_nblk15_samples2400_seed2.json,15,2400,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
e0edcaec,random_run_nblk15_samples2880_seed0.json,15,2880,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
e0439a47,random_run_nblk15_samples2880_seed1.json,15,2880,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
c2ec012a,random_run_nblk15_samples2880_seed2.json,15,2880,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
071123ef,random_run_nblk15_samples3000_seed0.json,15,3000,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
a2a9f76c,random_run_nblk15_samples3000_seed1.json,15,3000,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
4104ef82,random_run_nblk15_samples3000_seed2.json,15,3000,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
7b351335,random_run_nblk15_samples3200_seed0.json,15,3200,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
fcc1b8df,random_run_nblk15_samples3200_seed1.json,15,3200,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
9a9c33ba,random_run_nblk15_samples3200_seed2.json,15,3200,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
45e000bb,random_run_nblk15_samples3600_seed0.json,15,3600,0,random,2161459.0,1.037194,1037194,164220392,157745640,2868771,"[15, 15, 10, 15, 16, 4, 15, 6, 14, 13, 7, 1, 15, 14, 7]","[2, 1, 2, 2, 1, 2, 1]"
52cc83ee,random_run_nblk15_samples3600_seed1.json,15,3600,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
fd8744f4,random_run_nblk15_samples3600_seed2.json,15,3600,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
a15e860d,random_run_nblk15_samples4800_seed0.json,15,4800,0,random,2190220.0,1.172218,1172218,203732608,196658816,3199278,"[15, 16, 6, 3, 5, 12, 5, 4, 6, 13, 13, 15, 4, 6, 13]","[2, 2, 2, 2, 2, 2, 0]"
6ea23ab6,random_run_nblk15_samples4800_seed1.json,15,4800,1,random,2139419.0,0.782954,782954,191647744,185387008,3032714,"[4, 14, 16, 10, 12, 6, 13, 16, 14, 7, 6, 6, 6, 14, 16]","[2, 0, 2, 2, 2, 0, 2]"
2a9db839,random_run_nblk15_samples4800_seed2.json,15,4800,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
847de931,random_run_nblk15_samples6400_seed0.json,15,6400,0,random,2190220.0,1.172218,1172218,203732608,196658816,3199278,"[15, 16, 6, 3, 5, 12, 5, 4, 6, 13, 13, 15, 4, 6, 13]","[2, 2, 2, 2, 2, 2, 0]"
9cc1dff4,random_run_nblk15_samples6400_seed1.json,15,6400,1,random,2750540.0,1.14849,1148490,219833984,211462784,3708998,"[13, 5, 6, 15, 14, 7, 12, 7, 15, 14, 15, 1, 13, 14, 6]","[2, 2, 2, 2, 2, 1, 2]"
6a94761f,random_run_nblk15_samples6400_seed2.json,15,6400,2,random,2128667.0,0.69153,691530,148481280,141767936,3000202,"[6, 16, 12, 15, 6, 15, 14, 5, 14, 7, 11, 3, 13, 10, 0]","[1, 2, 2, 2, 1, 1, 2]"
ccd6505c,random_run_nblk15_samples7200_seed0.json,15,7200,0,random,2190220.0,1.172218,1172218,203732608,196658816,3199278,"[15, 16, 6, 3, 5, 12, 5, 4, 6, 13, 13, 15, 4, 6, 13]","[2, 2, 2, 2, 2, 2, 0]"
e12f7be5,random_run_nblk15_samples7200_seed1.json,15,7200,1,random,2750540.0,1.14849,1148490,219833984,211462784,3708998,"[13, 5, 6, 15, 14, 7, 12, 7, 15, 14, 15, 1, 13, 14, 6]","[2, 2, 2, 2, 2, 1, 2]"
aeb75f6d,random_run_nblk15_samples7200_seed2.json,15,7200,2,random,2177512.0,0.705594,705594,176872736,170030368,3200920,"[6, 11, 5, 14, 5, 14, 7, 15, 10, 2, 6, 12, 10, 6, 14]","[1, 2, 2, 1, 2, 0, 1]"
edfb2708,random_run_nblk15_samples9600_seed0.json,15,9600,0,random,2190220.0,1.172218,1172218,203732608,196658816,3199278,"[15, 16, 6, 3, 5, 12, 5, 4, 6, 13, 13, 15, 4, 6, 13]","[2, 2, 2, 2, 2, 2, 0]"
ca85312d,random_run_nblk15_samples9600_seed1.json,15,9600,1,random,2750540.0,1.14849,1148490,219833984,211462784,3708998,"[13, 5, 6, 15, 14, 7, 12, 7, 15, 14, 15, 1, 13, 14, 6]","[2, 2, 2, 2, 2, 1, 2]"
21bc8a54,random_run_nblk15_samples9600_seed2.json,15,9600,2,random,2190877.0,0.812122,812122,170652160,163478016,3297706,"[6, 14, 3, 3, 7, 6, 6, 10, 14, 6, 6, 12, 15, 15, 12]","[1, 2, 2, 2, 1, 0, 1]"
ba5bf635,random_run_nblk15_samples14400_seed0.json,15,14400,0,random,2243352.0,0.990858,990858,203837184,196424448,3404474,"[1, 11, 7, 4, 7, 6, 4, 12, 12, 4, 14, 2, 6, 7, 6]","[2, 2, 2, 2, 2, 1, 2]"
6f29e188,random_run_nblk15_samples14400_seed1.json,15,14400,1,random,2750540.0,1.14849,1148490,219833984,211462784,3708998,"[13, 5, 6, 15, 14, 7, 12, 7, 15, 14, 15, 1, 13, 14, 6]","[2, 2, 2, 2, 2, 1, 2]"
726b333f,random_run_nblk15_samples14400_seed2.json,15,14400,2,random,2190877.0,0.812122,812122,170652160,163478016,3297706,"[6, 14, 3, 3, 7, 6, 6, 10, 14, 6, 6, 12, 15, 15, 12]","[1, 2, 2, 2, 1, 0, 1]"
0b4db18c,random_run_nblk20_samples200_seed0.json,20,200,0,random,2124309.0,2.003802,2003802,208793376,201755424,3152564,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7, 3, 14, 4, 14, 16]","[1, 2, 2, 2, 1, 2, 1]"
12931758,random_run_nblk20_samples200_seed1.json,20,200,1,random,2026396.0,2.966442,2966442,225710856,219099912,2978675,"[12, 12, 3, 2, 7, 6, 0, 15, 9, 2, 14, 0, 15, 14, 1, 7, 7, 10, 14, 8]","[0, 1, 2, 1, 2, 2, 1]"
7eb7c421,random_run_nblk20_samples200_seed2.json,20,200,2,random,1882027.0,2.551314,2551314,216501824,209643072,3024870,"[5, 16, 13, 5, 4, 15, 2, 6, 6, 6, 5, 16, 7, 10, 9, 7, 10, 5, 0, 3]","[1, 1, 2, 2, 2, 2, 2]"
fa3447a5,random_run_nblk20_samples400_seed0.json,20,400,0,random,2124309.0,2.003802,2003802,208793376,201755424,3152564,"[6, 12, 15, 12, 7, 4, 0, 3, 13, 7, 5, 16, 14, 1, 7, 3, 14, 4, 14, 16]","[1, 2, 2, 2, 1, 2, 1]"
f37ef103,random_run_nblk20_samples400_seed1.json,20,400,1,random,2026396.0,2.966442,2966442,225710856,219099912,2978675,"[12, 12, 3, 2, 7, 6, 0, 15, 9, 2, 14, 0, 15, 14, 1, 7, 7, 10, 14, 8]","[0, 1, 2, 1, 2, 2, 1]"
c0a27fac,random_run_nblk20_samples400_seed2.json,20,400,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
59712e09,random_run_nblk20_samples500_seed0.json,20,500,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
da9fac3a,random_run_nblk20_samples500_seed1.json,20,500,1,random,2026396.0,2.966442,2966442,225710856,219099912,2978675,"[12, 12, 3, 2, 7, 6, 0, 15, 9, 2, 14, 0, 15, 14, 1, 7, 7, 10, 14, 8]","[0, 1, 2, 1, 2, 2, 1]"
93c35ac4,random_run_nblk20_samples500_seed2.json,20,500,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
14b7bf63,random_run_nblk20_samples640_seed0.json,20,640,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
3df15653,random_run_nblk20_samples640_seed1.json,20,640,1,random,2026396.0,2.966442,2966442,225710856,219099912,2978675,"[12, 12, 3, 2, 7, 6, 0, 15, 9, 2, 14, 0, 15, 14, 1, 7, 7, 10, 14, 8]","[0, 1, 2, 1, 2, 2, 1]"
1b8d285d,random_run_nblk20_samples640_seed2.json,20,640,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
df1c15c8,random_run_nblk20_samples800_seed0.json,20,800,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
706cb7ea,random_run_nblk20_samples800_seed1.json,20,800,1,random,2156538.0,1.18139,1181390,159110016,152812416,2858246,"[6, 12, 14, 16, 14, 7, 3, 5, 7, 12, 16, 11, 10, 5, 15, 2, 10, 6, 10, 9]","[2, 1, 2, 2, 1, 0, 2]"
13039c80,random_run_nblk20_samples800_seed2.json,20,800,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
4979be75,random_run_nblk20_samples1000_seed0.json,20,1000,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
05fa0d07,random_run_nblk20_samples1000_seed1.json,20,1000,1,random,2284262.0,2.004314,2004314,232178048,224551296,3429582,"[12, 12, 4, 14, 5, 4, 5, 9, 6, 15, 3, 15, 7, 5, 6, 3, 11, 6, 11, 14]","[2, 2, 1, 2, 2, 1, 0]"
e999e732,random_run_nblk20_samples1000_seed2.json,20,1000,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
2b909a7a,random_run_nblk20_samples1200_seed0.json,20,1200,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
693f5926,random_run_nblk20_samples1200_seed1.json,20,1200,1,random,2284262.0,2.004314,2004314,232178048,224551296,3429582,"[12, 12, 4, 14, 5, 4, 5, 9, 6, 15, 3, 15, 7, 5, 6, 3, 11, 6, 11, 14]","[2, 2, 1, 2, 2, 1, 0]"
24f852ba,random_run_nblk20_samples1200_seed2.json,20,1200,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
92351d68,random_run_nblk20_samples1280_seed0.json,20,1280,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
81faad9e,random_run_nblk20_samples1280_seed1.json,20,1280,1,random,2284262.0,2.004314,2004314,232178048,224551296,3429582,"[12, 12, 4, 14, 5, 4, 5, 9, 6, 15, 3, 15, 7, 5, 6, 3, 11, 6, 11, 14]","[2, 2, 1, 2, 2, 1, 0]"
e00c473d,random_run_nblk20_samples1280_seed2.json,20,1280,2,random,2138394.0,1.91907,1919070,175482496,168502912,3071414,"[15, 0, 2, 14, 7, 7, 14, 14, 10, 7, 7, 8, 12, 3, 16, 12, 3, 16, 11, 7]","[1, 2, 2, 1, 1, 2, 0]"
90463964,random_run_nblk20_samples1600_seed0.json,20,1600,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
57d59002,random_run_nblk20_samples1600_seed1.json,20,1600,1,random,2284262.0,2.004314,2004314,232178048,224551296,3429582,"[12, 12, 4, 14, 5, 4, 5, 9, 6, 15, 3, 15, 7, 5, 6, 3, 11, 6, 11, 14]","[2, 2, 1, 2, 2, 1, 0]"
af259b04,random_run_nblk20_samples1600_seed2.json,20,1600,2,random,2145613.0,2.169922,2169922,189890944,182659456,3184334,"[6, 7, 7, 12, 15, 6, 5, 3, 12, 3, 15, 15, 0, 11, 5, 10, 11, 10, 7, 2]","[2, 2, 2, 0, 1, 2, 2]"
3d584113,random_run_nblk20_samples2000_seed0.json,20,2000,0,random,2299044.0,2.913314,2913314,236298416,228539568,3379674,"[8, 0, 15, 7, 7, 7, 7, 14, 6, 4, 0, 9, 7, 0, 15, 14, 13, 6, 13, 5]","[2, 1, 2, 2, 1, 2, 1]"
